	1577330779.421095	0.10361905695507453	1	118	
	1577330779.436862	63.4232141777052	1	58	
	1577330779.439117	443.46627193909916	0	54	
	1577330779.443322	237.81277995123887	0	58	
	1577330782.386957	0.33971603288381325	1	58	
	1577330782.392366	184.8769780050249	0	58	
	1577330785.390081	0.3335874161558499	1	58	
	1577330785.395804	174.73354440926514	0	58	
	1577330788.405358	0.3322751314368194	1	58	
	1577330788.410782	184.36501098901098	0	58	
	1577330791.372913	1.1955316466556472	1	58	
	1577330791.377967	197.86319464100387	0	58	
	1577330794.408016	0.3300276568939976	1	58	
	1577330794.414681	150.0377034519764	0	58	
	1577330795.876887	0.6838981062417566	1	86	
	1577330795.891458	68.62969811012026	1	118	
	1577330797.388432	0.6680142779693583	1	58	
	1577330797.396187	128.948381344729	0	58	
	1577330797.873639	2.094451205170932	1	58	
	1577330797.889807	61.8510315131317	0	58	
	1577330800.977422	0.32387457495508243	1	58	
	1577330800.990256	77.91759242058332	0	58	
	1577330803.860596	0.3483907986973753	1	58	
	1577330803.869849	108.07276475135275	0	58	
	1577330806.874111	0.33286045285421834	1	58	
	1577330806.883007	112.40865114035323	0	58	
	1577330809.851489	0.33687251399839174	1	58	
	1577330809.859935	118.39954834156669	0	58	
	1577330812.862501	0.3330484813248302	1	58	
	1577330812.871872	106.71171606665818	0	58	
	1577330815.83596	0.337371904089079	1	58	
	1577330815.847535	86.39321098271849	0	58	
	1577330816.344962	2.010345290362162	1	58	
	1577330816.351204	160.20411748978267	0	58	
	1577330819.329025	0.33581600858358446	1	58	
	1577330819.333475	224.71492097508707	0	58	
	1577330822.354703	0.33099125722422473	1	58	
	1577330822.359567	205.59305916376647	0	58	
	1577330825.329146	0.33674807313214106	1	58	
	1577330825.334877	174.48639653881355	0	58	
	1577330828.314882	0.3355699038494695	1	58	
	1577330828.319603	211.8228372304429	0	58	
	1577330831.308203	0.33460482994268015	1	58	
	1577330831.314636	155.44822474242088	0	58	
	1577330834.30002	0.3349652856086854	1	58	
	1577330834.30579	173.31118548820297	0	58	
	1577330834.864695	1.789212436727301	1	58	
	1577330834.876509	84.64620290206051	0	58	
	1577330837.792394	0.34294905654144675	1	58	
	1577330915.345768	0.09261482539296786	1	186	
	1577330915.370763	40.007859820483226	0	106	
	1577330917.838605	0.40521234959852204	1	74	
	1577330917.862132	42.504094041345766	0	74	
	1577330930.345418	0.08010711343918879	1	74	
	1577330930.370155	40.42507830947906	0	74	
	1577330938.84554	0.11798874102169775	0	138	
	1577330938.849039	285.793404197329	1	106	
	1577330938.851945	344.13390219888413	0	314	
	1577330938.86291	91.19836489747995	1	170	
	1577330938.878661	63.48849600387503	0	138	
	1577330938.884683	166.0584369308734	1	106	
	1577330938.893558	112.67438549361988	0	138	
	1577330938.896952	294.64727783631895	1	106	
	1577330938.933299	27.512472860132107	0	314	
	1577330938.943707	96.08063407706052	1	170	
	1577330939.031764	11.356275281720267	0	138	
	1577330939.042685	91.56669431952146	1	106	
	1577330953.71389	0.068160726880652	0	138	
	1577330953.72458	93.54559850123782	1	106	
	1577330953.726453	533.8981670061099	0	314	
	1577330953.73731	92.10760480488393	1	170	
	1577330953.756238	52.831641264642904	0	138	
